Month,Utility_Number,Name,State,AMR_Total,AMI_Total
6,11135,City of Logan - (UT),UT,0,"20,109"
6,12866,Moon Lake Electric Assn Inc,UT,"16,496",0
6,13073,"Mt Wheeler Power, Inc",UT,410,3
6,13314,Navajo Tribal Utility Authority,UT,0,824
6,14354,PacifiCorp,UT,"852,255",0
6,15444,Provo City Corp,UT,"4,650","1,340"
6,17845,City of Springville - (UT),UT,"10,904",0
6,17874,City of St George,UT,"29,187",0
6,18206,Strawberry Electric Serv Dist,UT,"3,529",0
6,20332,Wells Rural Electric Co,UT,702,0
6,22814,Raft Rural Elec Coop Inc,UT,0,696
6,84,A & N Electric Coop,VA,"33,886",0
6,733,Appalachian Power Co,VA,"524,535",797
6,10171,Kentucky Utilities Co,VA,"2,441",0
6,17066,Shenandoah Valley Elec Coop,VA,"92,378",0
6,19876,Virginia Electric & Power Co,VA,"1,958,702","364,669"
6,19882,Virginia Tech Electric Service,VA,"5,684",74
6,40228,Rappahannock Electric Coop,VA,0,"156,001"
6,2548,City of Burlington Electric - (VT),VT,445,"19,274"
6,7601,Green Mountain Power Corp,VT,"2,046","262,567"
6,19791,"Vermont Electric Cooperative, Inc",VT,"40,889",0
6,1738,Bonneville Power Administration,WA,66,0
6,3660,PUD No 1 of Clark County - (WA),WA,"192,491",0
6,10454,Kootenai Electric Cooperative,WA,0,96
6,14354,PacifiCorp,WA,"127,591",0
6,15500,Puget Sound Energy Inc,WA,"1,136,825","4,977"
6,16868,City of Seattle - (WA),WA,0,0
6,17470,PUD 1 of Snohomish County,WA,"4,137",0
6,18429,City of Tacoma - (WA),WA,494,"15,614"
6,20169,Avista Corp,WA,"68,304",0
6,4247,Consolidated Water Power Co,WI,107,0
6,4715,Dahlberg Light & Power Co,WI,0,0
6,5574,East Central Energy,WI,"5,122",0
6,11479,Madison Gas & Electric Co,WI,"142,539","6,515"
6,13697,North Central Power Co Inc,WI,0,0
6,13780,Northern States Power Co,WI,"246,650",0
6,13815,Northwestern Wisconsin Elec Co,WI,984,0
6,18336,Superior Water and Light Co,WI,403,0
6,20847,Wisconsin Electric Power Co,WI,"1,011,891","109,239"
6,20856,Wisconsin Power & Light Co,WI,71,"463,293"
6,20860,Wisconsin Public Service Corp,WI,"444,334",0
6,733,Appalachian Power Co,WV,"432,261",744
6,12796,Monongahela Power Co,WV,"34,985",0
6,15263,The Potomac Edison Company,WV,"7,110",0
6,20521,Wheeling Power Co,WV,"42,264",15
6,3461,Cheyenne Light Fuel & Power d/b/a Black Hills Energy,WY,0,"40,849"
6,7222,City of Gillette - (WY),WY,"14,796",0
6,8566,High Plains Power Inc,WY,"13,029",0
6,11273,Lower Valley Energy Inc,WY,0,"25,318"
6,12199,Montana-Dakota Utilities Co,WY,"15,733",0
6,12825,NorthWestern Energy LLC - (MT),WY,471,0
6,14354,PacifiCorp,WY,"136,613",0
6,19156,Powder River Energy Corp,WY,"26,663",21
6,19545,"Black Hills Power, Inc. d/b/a",WY,0,"2,706"
6,27058,"High West Energy, Inc",WY,"5,873",0
7,213,Alaska Electric Light&Power Co,AK,"15,720",0
7,219,Alaska Power and Telephone Co,AK,"7,924",0
7,221,"Alaska Village Elec Coop, Inc",AK,"10,806",0
7,599,Anchorage Municipal Light and Power,AK,"30,392",0
7,3522,Chugach Electric Assn Inc,AK,"55,594","29,517"
7,7353,Golden Valley Elec Assn Inc,AK,"45,948",0
7,10210,Ketchikan Public Utilities,AK,0,"4,814"
7,10433,Kodiak Electric Assn Inc,AK,"5,744",0
7,10451,Kotzebue Electric Assn Inc,AK,79,"1,058"
7,11824,Matanuska Electric Assn Inc,AK,"29,321","29,427"
7,19558,Homer Electric Assn Inc,AK,"29,639",87
7,195,Alabama Power Co,AL,0,"1,438,049"
7,4958,Decatur Utilities,AL,"10,981",534
7,9094,City of Huntsville - (AL),AL,0,16
7,9739,Joe Wheeler Elec Member Corp,AL,0,"42,993"
7,17252,Singing River Elec Pwr Assn,AL,327,0
7,18642,Tennessee Valley Authority,AL,0,29
7,814,Entergy Arkansas Inc,AR,"19,204","1,026"
7,817,Arkansas Valley Elec Coop Corp,AR,0,"54,211"
7,3093,Carroll Electric Coop Corp - (AR),AR,0,"83,002"
7,6342,First Electric Coop Corp,AR,0,"93,303"
7,12681,Mississippi County Electric Co,AR,"4,533",0
7,13718,City of North Little Rock - (AR),AR,26,"36,680"
7,14063,Oklahoma Gas & Electric Co,AR,0,"68,576"
7,17698,Southwestern Electric Power Co,AR,"106,240",0
7,176,Ajo Improvement Co,AZ,952,0
7,803,Arizona Public Service Co,AZ,305,"1,187,856"
7,12919,Morenci Water and Electric,AZ,"2,542",0
7,13314,Navajo Tribal Utility Authority,AZ,0,"28,804"
7,16572,Salt River Project,AZ,3,"895,956"
7,19189,Trico Electric Cooperative Inc,AZ,697,"44,171"
7,19728,"UNS Electric, Inc",AZ,"92,083",143
7,21538,"Mohave Electric Cooperative, I",AZ,0,"37,606"
7,24211,Tucson Electric Power Co,AZ,"425,404",52
7,25866,Ak-Chin Electric Utility Authority,AZ,450,0
7,4390,City of Corona - (CA),CA,"1,503",0
7,9216,Imperial Irrigation District,CA,"50,204","52,412"
7,11208,Los Angeles Department of Water & Power,CA,"420,501","8,212"
7,12745,Modesto Irrigation District,CA,0,"121,419"
7,14328,Pacific Gas & Electric Co,CA,0,"5,168,571"
7,14354,PacifiCorp,CA,"6,952",0
7,14534,City of Pasadena - (CA),CA,"63,262",0
7,16534,Sacramento Municipal Util Dist,CA,0,"618,893"
7,16609,San Diego Gas & Electric Co,CA,130,"1,397,007"
7,16655,City of Santa Clara - (CA),CA,"8,958",0
7,17609,Southern California Edison Co,CA,"22,619","5,055,259"
7,17612,Bear Valley Electric Service,CA,"23,878",0
7,18260,Surprise Valley Electrification,CA,0,0
7,19281,Turlock Irrigation District,CA,"80,656",0
7,19840,"Valley Electric Assn, Inc",CA,44,0
7,3989,City of Colorado Springs - (CO),CO,"208,797","12,637"
7,6604,City of Fort Collins - (CO),CO,0,"70,265"
7,9336,Intermountain Rural Elec Assn,CO,"149,987",0
7,10066,K C Electric Association,CO,0,"6,486"
7,12866,Moon Lake Electric Assn Inc,CO,"2,217",0
7,15257,"Poudre Valley Associated Services, Inc.",CO,16,"39,186"
7,15466,Public Service Co of Colorado,CO,"1,144,471","17,120"
7,16603,"San Luis Valley R E C, Inc",CO,"2,170","8,316"
7,19499,"United Power, Inc",CO,113,"33,495"
7,27058,"High West Energy, Inc",CO,990,0
7,56146,Black Hills/Colorado Elec.Util,CO,0,"94,592"
7,4176,Connecticut Light & Power Co,CT,"1,260,189",0
7,7716,Groton Dept of Utilities - (CT),CT,"13,321",0
7,19497,United Illuminating Co,CT,"144,419","198,931"
7,20038,Town of Wallingford - (CT),CT,"7,891",0
7,15270,Potomac Electric Power Co,DC,"2,103","277,998"
7,5027,Delmarva Power,DE,61,"293,663"
7,5070,Delaware Electric Cooperative,DE,"87,898",0
7,5335,City of Dover - (DE),DE,"23,499",0
7,13519,City of Newark - (DE),DE,0,"12,740"
7,6452,Florida Power & Light Co,FL,655,"4,915,275"
7,6455,"Duke Energy Florida, LLC",FL,"1,642,341","77,241"
7,6457,Florida Public Utilities Co,FL,"9,946",0
7,7801,Gulf Power Co,FL,0,"443,702"
7,9617,JEA,FL,"294,049","168,133"
7,18454,Tampa Electric Co,FL,"670,916","2,154"
7,3408,City of Chattanooga - (TN),GA,0,"10,521"
7,3916,Cobb Electric Membership Corp,GA,0,"194,084"
7,7140,Georgia Power Co,GA,0,"2,417,721"
7,9601,Jackson Electric Member Corp - (GA),GA,0,"216,513"
7,8287,Hawaii Electric Light Co Inc,HI,"14,789",0
7,10071,Kauai Island Utility Cooperative,HI,"1,190","30,868"
7,11843,Maui Electric Co Ltd,HI,"6,802",30
7,19547,Hawaiian Electric Co Inc,HI,"15,541",0
7,471,Amana Society Service Co,IA,887,0
7,9417,Interstate Power and Light Co,IA,"6,387",0
7,12341,MidAmerican Energy Co,IA,"665,588",0
7,9187,City of Idaho Falls - (ID),ID,0,"27,321"
7,9191,Idaho Power Co,ID,"1,001","508,196"
7,10454,Kootenai Electric Cooperative,ID,0,"25,564"
7,11273,Lower Valley Energy Inc,ID,0,"1,697"
7,12692,"Missoula Electric Coop, Inc",ID,57,0
7,14354,PacifiCorp,ID,"31,207",0
7,16565,Salmon River Electric Coop Inc,ID,0,"2,837"
7,20169,Avista Corp,ID,"128,264",0
7,22814,Raft Rural Elec Coop Inc,ID,0,"2,550"
7,4110,Commonwealth Edison Co,IL,"4,060","2,531,500"
7,12341,MidAmerican Energy Co,IL,"84,532",0
7,13032,Mt Carmel Public Utility Co,IL,0,0
7,56697,Ameren Illinois Company,IL,"661,487","341,476"
7,261,AGC Division of APG Inc,IN,5,0
7,9273,Indianapolis Power & Light Co,IN,"483,644","43,049"
7,9324,Indiana Michigan Power Co,IN,"453,275","9,970"
7,13756,Northern Indiana Pub Serv Co,IN,"14,545",0
7,15470,"Duke Energy Indiana, LLC",IN,"828,713","3,644"
7,17633,Southern Indiana Gas & Elec Co,IN,0,0
7,9996,City of Kansas City - (KS),KS,2,"63,108"
7,10000,Kansas City Power & Light Co,KS,187,"232,524"
7,10005,Kansas Gas & Electric Co,KS,"5,454","255,118"
7,22500,Westar Energy Inc,KS,"23,500","103,636"
7,9964,Kenergy Corp,KY,0,0
7,10171,Kentucky Utilities Co,KY,"26,962","1,200"
7,11249,Louisville Gas & Electric Co,KY,"31,918","3,049"
7,14724,Pennyrile Rural Electric Coop,KY,0,"43,467"
7,17564,South Kentucky Rural E C C,KY,0,"67,102"
7,18642,Tennessee Valley Authority,KY,0,66
7,19446,Duke Energy Kentucky,KY,"103,116","39,281"
7,20130,Warren Rural Elec Coop Corp,KY,"62,523",13
7,22053,Kentucky Power Co,KY,"167,792",3
7,49998,City of Berea Municipal Utility,KY,"5,199",0
7,3265,Cleco Power LLC,LA,0,"284,410"
7,11241,Entergy Louisiana LLC,LA,"20,198","12,866"
7,13478,Entergy New Orleans Inc,LA,"6,096","4,247"
7,17698,Southwestern Electric Power Co,LA,"180,561",0
7,6374,Fitchburg Gas & Elec Light Co,MA,15,"28,757"
7,8774,City of Holyoke - (MA),MA,"17,201",0
7,11804,Massachusetts Electric Co,MA,"1,249,283","15,070"
7,13206,Nantucket Electric Co,MA,"13,654",0
7,15748,Town of Reading - (MA),MA,"29,801",0
7,20455,Western Massachusetts Electric Company,MA,"216,449",0
7,54913,NSTAR Electric Company,MA,"1,215,858",0
7,84,A & N Electric Coop,MD,309,0
7,1167,Baltimore Gas & Electric Co,MD,"73,868","1,229,373"
7,5027,Delmarva Power,MD,80,0
7,15263,The Potomac Edison Company,MD,"8,999",0
7,15270,Potomac Electric Power Co,MD,"1,026","555,443"
7,17637,Southern Maryland Elec Coop Inc,MD,"79,180","8,297"
7,1179,Emera Maine,ME,0,"120,556"
7,3266,Central Maine Power Co,ME,60,"627,483"
7,3828,Cloverland Electric Co-op,MI,"42,360",0
7,4254,Consumers Energy Co,MI,0,"1,042,217"
7,5109,DTE Electric Company,MI,0,"2,387,477"
7,9324,Indiana Michigan Power Co,MI,"128,899",0
7,10704,City of Lansing - (MI),MI,"1,051",140
7,13780,Northern States Power Co,MI,"7,711",0
7,19578,Upper Peninsula Power Company,MI,43,0
7,20847,Wisconsin Electric Power Co,MI,"27,450",0
7,20860,Wisconsin Public Service Corp,MI,"9,213",0
7,689,Connexus Energy,MN,0,0
7,5574,East Central Energy,MN,"53,910",0
7,10596,City of Lake Crystal - (MN),MN,"1,198",0
7,12647,"ALLETE, Inc.",MN,"96,001","48,490"
7,13781,Northern States Power Co - Minnesota,MN,"1,228,301",0
7,13815,Northwestern Wisconsin Elec Co,MN,78,0
7,14232,Otter Tail Power Co,MN,41,0
7,16181,Rochester Public Utilities,MN,"52,310",0
7,17267,Sioux Valley SW Elec Coop,MN,0,"3,796"
7,20996,Wright-Hennepin Coop Elec Assn,MN,0,"63,312"
7,25177,Dakota Electric Association,MN,"37,979",0
7,3093,Carroll Electric Coop Corp - (AR),MO,0,"11,828"
7,4675,Cuivre River Electric Coop Inc,MO,"58,334","3,821"
7,9231,City of Independence - (MO),MO,0,0
7,10000,Kansas City Power & Light Co,MO,531,"276,191"
7,12698,KCP&L Greater Missouri Operations Co.,MO,456,"186,518"
7,17833,City Utilities of Springfield - (MO),MO,"5,783","12,830"
7,19436,Union Electric Co - (MO),MO,"1,196,425",0
7,3841,Coast Electric Power Assn,MS,0,"81,143"
7,6641,4-County Electric Power Assn,MS,0,"47,714"
7,12685,Entergy Mississippi Inc,MS,"6,841",86
7,12686,Mississippi Power Co,MS,"6,634",20
7,17252,Singing River Elec Pwr Assn,MS,"72,942",0
7,17647,Southern Pine Elec Power Assn,MS,0,"66,466"
7,18642,Tennessee Valley Authority,MS,0,20
7,19273,City of Tupelo - (MS),MS,11,0
7,6395,Flathead Electric Coop Inc,MT,359,"63,871"
7,12087,McKenzie Electric Coop Inc,MT,111,0
7,12199,Montana-Dakota Utilities Co,MT,"25,882",0
7,12692,"Missoula Electric Coop, Inc",MT,"8,830","5,709"
7,12825,NorthWestern Energy LLC - (MT),MT,"328,844",0
7,19156,Powder River Energy Corp,MT,178,2
7,19545,"Black Hills Power, Inc. d/b/a",MT,0,42
7,19603,USBIA-Mission Valley Power,MT,"19,762",0
7,20169,Avista Corp,MT,30,0
7,20997,Yellowstone Valley Elec Co-op,MT,"19,096",0
7,3046,Duke Energy Progress - (NC),NC,"1,336,437",0
7,5416,"Duke Energy Carolinas, LLC",NC,"1,418,785","520,043"
7,6235,Public Works Comm-City of Fayetteville,NC,"10,985","71,607"
7,9837,Jones-Onslow Elec Member Corp,NC,"68,676",0
7,16496,Rutherford Elec Member Corp,NC,0,"68,952"
7,18642,Tennessee Valley Authority,NC,0,1
7,19876,Virginia Electric & Power Co,NC,"108,026","4,872"
7,24889,Brunswick Electric Member Corp,NC,0,"89,369"
7,4717,Dakota Valley Elec Coop Inc,ND,"6,513",0
7,12087,McKenzie Electric Coop Inc,ND,"12,251",0
7,12090,"McLean Electric Coop, Inc",ND,"3,966",0
7,12199,Montana-Dakota Utilities Co,ND,"92,635",0
7,12301,Nodak Electric Coop Inc,ND,0,"19,275"
7,13196,Northern Plains Electric Coop,ND,"18,199",0
7,13694,"North Central Elec Coop, Inc",ND,"7,800",0
7,13781,Northern States Power Co - Minnesota,ND,"85,799",0
7,14232,Otter Tail Power Co,ND,19,0
7,19790,Verendrye Electric Coop Inc,ND,0,"16,342"
7,20413,Mountrail-Williams Elec Coop,ND,"19,663",0
7,24949,Cass County Elec Coop Inc,ND,2,"55,394"
7,55959,Roughrider Electric Cooperativ,ND,"14,604",0
7,4373,Cornhusker Public Power Dist,NE,"9,633",0
7,4911,Dawson Power District,NE,0,"23,008"
7,6779,City of Fremont - (NE),NE,"15,021",0
7,8245,City of Hastings - (NE),NE,"11,924",0
7,11018,Lincoln Electric System,NE,"136,383",0
7,11251,Loup River Public Power Dist,NE,"19,279",0
7,12539,Midwest Electric Member Corp,NE,"6,470",0
7,13337,Nebraska Public Power District,NE,"12,507","45,898"
7,13664,Norris Public Power District,NE,"1,474","3,009"
7,14127,Omaha Public Power District,NE,"368,058",548
7,17642,Southern Public Power District,NE,"2,967",0
7,27058,"High West Energy, Inc",NE,"3,004",0
7,40606,City of Grand Island - (NE),NE,0,713
7,13441,New Hampshire Elec Coop Inc,NH,22,"84,191"
7,15472,Public Service Co of NH,NH,"515,017",0
7,24590,Unitil Energy Systems,NH,200,"75,894"
7,26510,Liberty Utilities (Granite State Electric) Corp,NH,"40,983",7
7,963,Atlantic City Electric Co,NJ,"1,214",0
7,9726,Jersey Central Power & Lt Co,NJ,"3,852",0
7,15477,Public Service Elec & Gas Co,NJ,0,"14,524"
7,16213,Rockland Electric Co,NJ,"21,372",0
7,3287,"Central Valley Elec Coop, Inc",NM,294,"14,996"
7,5701,El Paso Electric Co,NM,"103,802",0
7,6204,City of Farmington - (NM),NM,"42,407",0
7,11204,Los Alamos County,NM,100,"1,679"
7,13314,Navajo Tribal Utility Authority,NM,0,"10,432"
7,15473,Public Service Co of NM,NM,"33,434",0
7,17718,Southwestern Public Service Co,NM,908,10
7,22690,Roosevelt County Elec Coop Inc,NM,0,"5,990"
7,2008,City of Boulder City - (NV),NV,766,0
7,4356,Colorado River Comm of Nevada,NV,0,23
7,13073,"Mt Wheeler Power, Inc",NV,"7,179",10
7,13407,Nevada Power Co,NV,94,"911,023"
7,17166,Sierra Pacific Power Co,NV,152,"340,102"
7,18260,Surprise Valley Electrification,NV,0,0
7,19840,"Valley Electric Assn, Inc",NV,"21,377",0
7,20332,Wells Rural Electric Co,NV,"5,423",0
7,22814,Raft Rural Elec Coop Inc,NV,0,"1,777"
7,3249,Central Hudson Gas & Elec Corp,NY,"119,605",0
7,4226,Consolidated Edison Co-NY Inc,NY,"1,358,593",0
7,11171,Long Island Power Authority,NY,"17,286","9,502"
7,13511,New York State Elec & Gas Corp,NY,984,0
7,13573,Niagara Mohawk Power Corp.,NY,"1,926,872","3,293"
7,14154,Orange & Rockland Utils Inc,NY,"94,899",0
7,14711,Pennsylvania Electric Co,NY,1,0
7,16183,Rochester Gas & Electric Corp,NY,677,0
7,3542,Duke Energy Ohio Inc,OH,"8,266","706,311"
7,3755,Cleveland Electric Illum Co,OH,"9,191","31,834"
7,4922,Dayton Power & Light Co,OH,"283,106",0
7,13998,Ohio Edison Co,OH,"3,511",11
7,14006,Ohio Power Co,OH,"612,979","135,782"
7,18997,The Toledo Edison Co,OH,"1,078",0
7,817,Arkansas Valley Elec Coop Corp,OK,0,"4,576"
7,7490,Grand River Dam Authority,OK,0,173
7,13734,Northeast Oklahoma Electric Co,OK,0,"38,464"
7,14062,Oklahoma Electric Coop Inc,OK,0,"54,149"
7,14063,Oklahoma Gas & Electric Co,OK,1,"789,680"
7,15474,Public Service Co of Oklahoma,OK,"1,342","542,058"
7,19785,Verdigris Valley Elec Coop Inc,OK,0,"36,150"
7,1738,Bonneville Power Administration,OR,1,0
7,6022,City of Eugene - (OR),OR,0,0
7,9191,Idaho Power Co,OR,293,"17,479"
7,14354,PacifiCorp,OR,"112,010",0
7,15248,Portland General Electric Co,OR,0,"860,515"
7,18260,Surprise Valley Electrification,OR,0,0
7,28541,Clatskanie Peoples Util Dist,OR,756,0
7,40437,Emerald People's Utility Dist,OR,"20,964",0
7,3597,Citizens Electric Co - (PA),PA,0,"6,946"
7,5487,Duquesne Light Co,PA,"328,741","255,974"
7,12390,Metropolitan Edison Co,PA,"4,360",1
7,14711,Pennsylvania Electric Co,PA,"3,044",0
7,14715,PPL Electric Utilities Corp,PA,0,"1,425,084"
7,14716,Pennsylvania Power Co,PA,250,0
7,14940,PECO Energy Co,PA,"9,106","1,638,493"
7,15045,Pike County Light & Power Co,PA,"3,388",0
7,19390,"UGI Utilities, Inc",PA,"59,438",0
7,20334,Wellsborough Electric Co,PA,986,"4,807"
7,20387,West Penn Power Company,PA,"20,494",2
7,1857,Block Island Power Co,RI,"1,901",0
7,13214,The Narragansett Electric Co,RI,"489,475",261
7,14537,Pascoag Utility District,RI,"4,595",0
7,1613,Berkeley Electric Coop Inc,SC,26,"91,323"
7,3046,Duke Energy Progress - (NC),SC,"165,679",0
7,5416,"Duke Energy Carolinas, LLC",SC,"463,972","97,200"
7,11118,Lockhart Power Co,SC,"6,197",0
7,14398,Palmetto Electric Coop Inc,SC,0,"70,117"
7,17539,South Carolina Electric&Gas Company,SC,"690,633","11,149"
7,17543,South Carolina Public Service Authority,SC,"118,876",29
7,1769,"Black Hills Electric Coop, Inc",SD,246,"9,465"
7,3236,"Central Electric Coop, Inc - (SD)",SD,"7,195",0
7,11475,City of Madison - (SD),SD,0,0
7,12199,Montana-Dakota Utilities Co,SD,"8,586",0
7,12341,MidAmerican Energy Co,SD,"4,797",0
7,13337,Nebraska Public Power District,SD,0,"1,245"
7,13750,"Northern Electric Coop, Inc",SD,0,"6,248"
7,13781,Northern States Power Co - Minnesota,SD,"88,201",0
7,14232,Otter Tail Power Co,SD,8,0
7,15040,City of Pierre - (SD),SD,0,"7,228"
7,16286,Rosebud Electric Coop Inc,SD,0,"5,483"
7,17267,Sioux Valley SW Elec Coop,SD,1,"20,449"
7,19293,Southeastern Electric Coop Inc - (SD),SD,"16,016",0
7,19545,"Black Hills Power, Inc. d/b/a",SD,0,"67,550"
7,19896,City of Volga - (SD),SD,"1,046",0
7,20187,Watertown Municipal Utilities,SD,"12,893",0
7,20401,West River Electric Assn Inc,SD,0,"16,747"
7,727,Appalachian Electric Coop,TN,0,"45,782"
7,814,Entergy Arkansas Inc,TN,0,0
7,2247,City of Bristol - (TN),TN,0,"15,572"
7,3408,City of Chattanooga - (TN),TN,0,"164,654"
7,3704,City of Clarksville - (TN),TN,0,"63,082"
7,3758,City of Cleveland - (TN),TN,0,"31,040"
7,3812,City of Clinton - (TN),TN,0,"29,245"
7,4624,Cumberland Elec Member Corp,TN,"92,433","2,190"
7,5399,Duck River Elec Member Corp,TN,0,"5,301"
7,7174,Gibson Electric Members Corp,TN,0,"34,580"
7,7625,City of Greeneville - (TN),TN,0,"37,921"
7,9777,Johnson City - (TN),TN,0,"77,623"
7,10171,Kentucky Utilities Co,TN,4,0
7,10331,Kingsport Power Co,TN,"47,279",64
7,10421,Knoxville Utilities Board,TN,"7,037","7,020"
7,10906,City of Lenoir - (TN),TN,"58,775",0
7,12293,City of Memphis - (TN),TN,237,"41,577"
7,12470,Middle Tennessee E M C,TN,0,"180,155"
7,13216,Nashville Electric Service,TN,"43,640","177,690"
7,17564,South Kentucky Rural E C C,TN,0,191
7,17694,Southwest Tennessee E M C,TN,"38,605","11,042"
7,18642,Tennessee Valley Authority,TN,0,72
7,19574,Upper Cumberland E M C,TN,0,"48,616"
7,19898,Volunteer Electric Coop,TN,0,"114,229"
7,3278,AEP Texas Central Company,TX,129,"831,699"
7,5701,El Paso Electric Co,TX,"301,781",0
7,8901,CenterPoint Energy,TX,"8,825","2,391,157"
7,13830,Nueces Electric Cooperative,TX,884,0
7,16604,City of San Antonio - (TX),TX,"314,945","357,907"
7,17008,Sharyland Utilities LP,TX,"3,112","49,967"
7,17698,Southwestern Electric Power Co,TX,"175,854",0
7,17718,Southwestern Public Service Co,TX,305,40
7,20404,AEP Texas North Company,TX,54,"189,236"
7,40051,Texas-New Mexico Power Co,TX,0,"238,716"
7,44372,Oncor Electric Delivery Company LLC,TX,0,"3,400,768"
7,55937,Entergy Texas Inc.,TX,"17,761",0
7,2010,City of Bountiful,UT,"16,815",0
7,11135,City of Logan - (UT),UT,0,"19,779"
7,12866,Moon Lake Electric Assn Inc,UT,"16,509",0
7,13073,"Mt Wheeler Power, Inc",UT,411,3
7,13314,Navajo Tribal Utility Authority,UT,0,844
7,14354,PacifiCorp,UT,"852,870",0
7,15444,Provo City Corp,UT,"4,590","1,530"
7,17845,City of Springville - (UT),UT,"10,923",0
7,17874,City of St George,UT,"29,208",0
7,18206,Strawberry Electric Serv Dist,UT,"3,542",0
7,20332,Wells Rural Electric Co,UT,700,0
7,22814,Raft Rural Elec Coop Inc,UT,0,697
7,84,A & N Electric Coop,VA,"33,925",0
7,733,Appalachian Power Co,VA,"524,685",908
7,10171,Kentucky Utilities Co,VA,"2,448",0
7,17066,Shenandoah Valley Elec Coop,VA,"92,344",0
7,19876,Virginia Electric & Power Co,VA,"1,960,890","365,373"
7,19882,Virginia Tech Electric Service,VA,"5,682",72
7,40228,Rappahannock Electric Coop,VA,0,"156,129"
7,2548,City of Burlington Electric - (VT),VT,437,"19,412"
7,7601,Green Mountain Power Corp,VT,"2,046","262,567"
7,19791,"Vermont Electric Cooperative, Inc",VT,"40,923",0
7,1738,Bonneville Power Administration,WA,66,0
7,3660,PUD No 1 of Clark County - (WA),WA,"192,846",0
7,10454,Kootenai Electric Cooperative,WA,0,96
7,14354,PacifiCorp,WA,"127,710",0
7,15500,Puget Sound Energy Inc,WA,"1,137,603","4,984"
7,16868,City of Seattle - (WA),WA,0,0
7,17470,PUD 1 of Snohomish County,WA,"4,136",0
7,18429,City of Tacoma - (WA),WA,494,"15,614"
7,20169,Avista Corp,WA,"69,285",0
7,4247,Consolidated Water Power Co,WI,107,0
7,4715,Dahlberg Light & Power Co,WI,0,0
7,5574,East Central Energy,WI,"5,126",0
7,11479,Madison Gas & Electric Co,WI,"142,395","6,754"
7,13697,North Central Power Co Inc,WI,0,0
7,13780,Northern States Power Co,WI,"235,068",0
7,13815,Northwestern Wisconsin Elec Co,WI,984,0
7,18336,Superior Water and Light Co,WI,415,0
7,20847,Wisconsin Electric Power Co,WI,"1,010,219","110,358"
7,20856,Wisconsin Power & Light Co,WI,71,"463,284"
7,20860,Wisconsin Public Service Corp,WI,"444,576",0
7,733,Appalachian Power Co,WV,"431,242",755
7,12796,Monongahela Power Co,WV,"35,014",0
7,15263,The Potomac Edison Company,WV,"7,169",0
7,20521,Wheeling Power Co,WV,"41,642",17
7,3461,Cheyenne Light Fuel & Power d/b/a Black Hills Energy,WY,0,"40,868"
7,7222,City of Gillette - (WY),WY,"14,765",0
7,8566,High Plains Power Inc,WY,"13,029",0
7,11273,Lower Valley Energy Inc,WY,0,"25,352"
7,12199,Montana-Dakota Utilities Co,WY,"15,709",0
7,12825,NorthWestern Energy LLC - (MT),WY,476,0
7,14354,PacifiCorp,WY,"136,299",0
7,19156,Powder River Energy Corp,WY,"26,652",21
7,19545,"Black Hills Power, Inc. d/b/a",WY,0,"2,644"
7,27058,"High West Energy, Inc",WY,"5,915",0
8,213,Alaska Electric Light&Power Co,AK,"15,938",0
8,219,Alaska Power and Telephone Co,AK,"7,938",0
8,221,"Alaska Village Elec Coop, Inc",AK,"10,846",0
8,599,Anchorage Municipal Light and Power,AK,"30,441",0
8,3522,Chugach Electric Assn Inc,AK,"52,477","33,817"
8,7353,Golden Valley Elec Assn Inc,AK,"46,043",0
8,10210,Ketchikan Public Utilities,AK,0,"4,834"
8,10433,Kodiak Electric Assn Inc,AK,"5,728",0
8,10451,Kotzebue Electric Assn Inc,AK,79,"1,058"
8,11824,Matanuska Electric Assn Inc,AK,"29,114","29,875"
8,19558,Homer Electric Assn Inc,AK,"29,677",89
8,195,Alabama Power Co,AL,0,"1,438,976"
8,4958,Decatur Utilities,AL,"10,967",613
8,9094,City of Huntsville - (AL),AL,0,16
8,9739,Joe Wheeler Elec Member Corp,AL,0,"42,972"
8,17252,Singing River Elec Pwr Assn,AL,327,0
8,18642,Tennessee Valley Authority,AL,0,29
8,814,Entergy Arkansas Inc,AR,"19,353","1,015"
8,817,Arkansas Valley Elec Coop Corp,AR,0,"54,534"
8,3093,Carroll Electric Coop Corp - (AR),AR,0,"83,226"
8,6342,First Electric Coop Corp,AR,0,"93,110"
8,12681,Mississippi County Electric Co,AR,"4,464",0
8,13718,City of North Little Rock - (AR),AR,26,"36,550"
8,14063,Oklahoma Gas & Electric Co,AR,0,"68,617"
8,17698,Southwestern Electric Power Co,AR,"106,507",0
8,176,Ajo Improvement Co,AZ,952,0
8,803,Arizona Public Service Co,AZ,302,"1,186,235"
8,12919,Morenci Water and Electric,AZ,"2,542",0
8,13314,Navajo Tribal Utility Authority,AZ,0,"28,673"
8,16572,Salt River Project,AZ,3,"897,762"
8,19189,Trico Electric Cooperative Inc,AZ,526,"44,424"
8,19728,"UNS Electric, Inc",AZ,"92,610",140
8,21538,"Mohave Electric Cooperative, I",AZ,0,"37,624"
8,24211,Tucson Electric Power Co,AZ,"426,525",52
8,25866,Ak-Chin Electric Utility Authority,AZ,450,0
8,4390,City of Corona - (CA),CA,"1,454",0
8,9216,Imperial Irrigation District,CA,"49,899","54,473"
8,11208,Los Angeles Department of Water & Power,CA,"423,812","8,157"
